Unnamed: 0,Date & Time,Headlines,Author,Vertical,Description
5,"Last Updated: Nov 14, 2016, 02:12 PM IST","'Bigg Boss 10': Gaurav Chopra has a chance to win the show, says Navin Prakash after eviction",PTI,Panache,Navin feels that celebrities have an edge over the commoners in garnering more votes.
6,"Last Updated: Nov 14, 2016, 02:23 PM IST","'Black out' a bitter pill for ill, differently abled",TNN,Politics,A specially abled man was turned away by two banks at Ghonda Chowk in northeast Delhi forcing him to come to Chandni Chowk to withdraw cash.
7,"Last Updated: Nov 14, 2016, 02:31 PM IST",Narendra Modi and Donald Trump will be 'unparalleled friends': Shalabh Kumar,PTI,Politics,He also expressed confidence that the Trump administration will enact strong immigration laws which will benefit the hundreds of thousands of Indians.
8,"Last Updated: Nov 14, 2016, 02:30 PM IST",Marriage season hit hard by demonetisation move,PTI,Politics,The wedding season is the time of the year when traders do most of their business but lack of liquidity has led to problems.
9,"Last Updated: Nov 14, 2016, 02:29 PM IST",UPDATE 2-Cricket-South Africa in control after De Kock century,,Sports,"CRICKET-AUSTRALIA/ (UPDATE 2, PIX):UPDATE 2-Cricket-South Africa in control after De Kock century"
10,"Last Updated: Jul 12, 2018, 09:10 PM IST",7 Pakistan soldiers killed at LoC; Nawaz Sharif warns against aggression,PTI,Defence,Pakistan Foreign Office last week said that the civilian death toll from alleged Indian shelling has risen to at least 25 in the past few weeks.
11,"Last Updated: Nov 14, 2016, 02:36 PM IST",No toll charges on National Highways till November 18 midnight,PTI,Politics,"Instructions have been issued to all concessionaires, including BOT, OMT operators and other fee collection agencies, about the extension of toll suspension date."
12,"Last Updated: Nov 14, 2016, 02:39 PM IST",Exchange or deposit of old currency not allowed at Cooperative Banks: RBI,ET Bureau,Economy,The government on November 12 had said that it was looking into sudden 'popping up' of money into zero-balance Jan Dhan accounts.
13,"Last Updated: Nov 14, 2016, 02:44 PM IST",Soccer-Wales skipper Williams targets six wins to top group,,Sports,SOCCER-WORLDCUP-WAL/WILLIAMS:Soccer-Wales skipper Williams targets six wins to top group
14,"Last Updated: Nov 14, 2016, 02:52 PM IST",FDI in services sector jumps to $5.28 bn during April-September,PTI,Economy,The government has taken several measures such as fixing timeliness for approvals and streamlining procedures to improve ease of doing business in the country.
15,"Last Updated: Nov 14, 2016, 02:49 PM IST",Soccer-Giroud confident on Arsenal future despite limited action,,Sports,SOCCER-ENGLAND-ARS/GIROUD:Soccer-Giroud confident on Arsenal future despite limited action
16,"Last Updated: Nov 14, 2016, 02:49 PM IST",Giroud confident on Arsenal future despite limited action,,Sports,SOCCER-ENGLAND-ARS-GIROUD:Giroud confident on Arsenal future despite limited action
17,"Last Updated: Nov 14, 2016, 02:52 PM IST",Reserve Bank of India announces task force to re-calibrate ATMs,ET Bureau,Economy,"Dispensation of notes to ATMs has been an issue for the last three days after the old Rs 500 and Rs 1,000 notes were pulled out from circulation from midnight on Tuesday."
18,"Last Updated: Nov 14, 2016, 03:02 PM IST",Demonetisation: Longer queues to get cash on bank holiday,PTI,Politics,The nation was taken for a surprise last week after Prime Minister Narendra Modi announced that higher denomination notes of Rs 500 and Rs 1000 will be discontinued.
19,"Last Updated: Nov 14, 2016, 03:01 PM IST",MF folio count rises 36 lakh in April-October to record 5.13 crore,PTI,Personal Finance News,"Folios are numbers designated to individual investor accounts, though one investor can have multiple folios."
20,"Last Updated: Nov 14, 2016, 03:01 PM IST",MFs folio count rises 36 lakh in April-October to record 5.13 crore,PTI,MF News,"Folios are numbers designated to individual investor accounts, though one investor can have multiple folios."
21,"Last Updated: Nov 14, 2016, 03:01 PM IST",MFs folio count rises 36 lakh in April-October to record 5.13 crore,PTI,Stocks,"Folios are numbers designated to individual investor accounts, though one investor can have multiple folios."
22,"Last Updated: Nov 14, 2016, 03:22 PM IST",Grey areas people are exploiting to justify unaccounted cash as legal income,ET Bureau,Tax,Tax professionals are charging 5% to 25% to suggest strategies that can convert unaccounted cash into legitimate money. Here are some of the hacks.
23,"Last Updated: Nov 14, 2016, 03:08 PM IST",Yes Bank appoints Amresh Acharya as Head Global Indian Banking,PTI,Banking/Finance,"Yes Bank said it aims to provide global Indians with best in class financial services offerings such as savings and deposit products, investment options and more."
24,"Last Updated: Nov 14, 2016, 03:10 PM IST",FreeCharge announces 0% Commission and Zero Setup Fee for Merchants,ET Bureau,Startups,"Unlike in the case of debit and credit cards, no separate machine needs to be installed for FreeCharge as all transactions happen through the merchant's existing smartphone."
25,"Last Updated: Nov 14, 2016, 03:35 PM IST","From Jogen Chowdhury to Laxma Goud, this art show in Mumbai had it all",ET Bureau,Panache,The exhibition portraying contemporary Indian art trends was held at Mumbai’s Jehangir Art Gallery.
26,"Last Updated: Nov 14, 2016, 03:28 PM IST",Want to focus on jobs than appoint special prosecutor: Donald Trump,PTI,International,"Trump said he wants to ""get the country straightened away"" instead of thinking about appointing special prosecutors against Clinton."
27,"Last Updated: Nov 14, 2016, 03:27 PM IST","Lightsource Renewable Energy to invest Rs 6,500 crore in India in 2-3 years",PTI,Energy,Lightsource will operate alone in the country and is unlikely to tie with any domestic or other operator for the execution of the projects.
28,"Last Updated: Nov 14, 2016, 03:31 PM IST","Varun Beverages, GreenSignal Bio issues add depression to otherwise buoyant IPO mart",ETMarkets.com,IPOs/FPOs,"First it was the poor debut for Varun Beverages (VBL) and then came the IPO of GreenSignal Bio, which did not get the required bids during the three-day issue. "
29,"Last Updated: Nov 14, 2016, 03:31 PM IST","Varun Beverages, GreenSignal Bio issues add depression to otherwise buoyant IPO mart",ETMarkets.com,Stocks,"First it was the poor debut for Varun Beverages (VBL) and then came the IPO of GreenSignal Bio, which did not get the required bids during the three-day issue."
30,"Last Updated: Nov 14, 2016, 03:39 PM IST","Mutual fund queries answered by Pankaj Mathpal, CFP, Optima Money Managers",,Invest,"Every week, an expert selected by ET answers queries from our readers on mutual funds."
31,"Last Updated: Nov 14, 2016, 03:39 PM IST","Mutual fund queries answered by Pankaj Mathpal, CFP, Optima Money Managers",,Learn,"Every week, an expert selected by ET answers queries from our readers on mutual funds."
32,"Last Updated: Nov 14, 2016, 03:35 PM IST",National Herald stages comeback with digital version,PTI,Media/Entertainment,Congress Vice President Rahul Gandhi said the relaunch is a befitting tribute to Pandit Jawaharlal Nehru on his anniversary.
33,"Last Updated: Nov 14, 2016, 03:38 PM IST",Trade unions to raise minimum wage with FM Arun Jaitley in pre-budget consultations,PTI,Economy,other issues to be take up at the meeting include budgetary allocation for social security fund for 45.7 crore informal sector workers and withdrawal of FDI.
34,"Last Updated: Nov 14, 2016, 03:37 PM IST","New job for Donald Trump, but it’s the same old bull market for investors",Bloomberg,Stocks,"Squeezing out even a couple more years would be a feat of unprecedented longevity, with August 2018 looming as the month the advance will exceed all that came before."
35,"Last Updated: Nov 14, 2016, 03:41 PM IST",Mamata Banerjee hits out at PM Narendra Modi over demonitisation remarks,PTI,Politics,"Modi said, ""After demonetisation, the poor are enjoying a sound sleep while the rich are running from pillar to post to buy sleeping pills."""
36,"Last Updated: Nov 14, 2016, 03:47 PM IST",Airtel says will reduce CO2 emissions by 70 per cent in 3 years,ET Bureau,Economy,The company plans to deploy renewable energy solutions and implement energy efficient technologies and management systems to achieve its green goal.
37,"Last Updated: Nov 14, 2016, 03:52 PM IST",Soiled notes meant for RBI find their way back to aam aadmi via some banks,ET Online,Economy,"As currency shortage deepens across the country, some banks have resorted to a desperate move wherein they are re-circulating soiled notes in the market."
38,"Last Updated: Nov 14, 2016, 03:55 PM IST","Women entrepreneurs in Karnataka requesting more industrial parks, says CM",ET Bureau,Entrepreneurship,"“Such is the enthusiasm generated amongst Women Entrepreneurs. At this rate I am sure we would have women’s park all over the state soon,” the CM said."
39,"Last Updated: Nov 14, 2016, 04:50 PM IST",Winter fashion trends decoded to help you stay stylish this season,,Panache,"From lace to trench coats, here are all the fashion tips you need."
40,"Last Updated: Nov 14, 2016, 03:49 PM IST",Soccer-Memphis hoping Dutch goals lead to Old Trafford revival,,Sports,SOCCER-WORLDCUP-NLD/MEMPHIS:Soccer-Memphis hoping Dutch goals lead to Old Trafford revival
41,"Last Updated: Nov 14, 2016, 03:56 PM IST",Government saved Rs 36k crore in one year by plugging leakages via JAM,PTI,Economy,"He pointed out that in a population of 125 crore, India today has over 103 crore mobile phones (users) and 107 crore Aadhar cards for verifiable digital identity."
42,"Last Updated: Nov 14, 2016, 03:54 PM IST",Soccer-Griezmann has not fractured foot - Atletico,,Sports,SOCCER-SPAIN-ATM/GRIEZMANN:Soccer-Griezmann has not fractured foot - Atletico
43,"Last Updated: Nov 14, 2016, 04:03 PM IST",Export growth in September significant development: Nirmala Sitharaman,PTI,Economy,"Arresting 2-month fall, exports grew by 4.62 per cent to $22.9 billion in September riding on the sectors such as engineering and gems and jewellery."
44,"Last Updated: Nov 14, 2016, 04:01 PM IST",India’s fuel demand surges 6.7 per cent in October,ET Bureau,Energy,The consumption of petrol fell about 3.5% while that of diesel shrank about 11.5% in September mainly due to the rise in prices.
45,"Last Updated: Nov 14, 2016, 04:27 PM IST",Brain training may keep dementia at bay,,Science,"Sydney, Nov 14 (IANS) Computer-based brain training can improve memory and mood in older adults with mild cognitive impairment -- one of strongest risk factors for dementia -- new research has found."
46,"Last Updated: Nov 14, 2016, 04:37 PM IST",With demonetisation inducing tax compliance will PM Modi cut tax rates in Budget 2017?,,Invest,"The grey economy is widely prevalent carrying on legitimate business, but using cash so it can conceal income and pay lower taxes."
47,"Last Updated: Nov 14, 2016, 04:39 PM IST",Griezmann has not fractured foot - Atletico,,Sports,SOCCER-SPAIN-ATM-GRIEZMANN:Griezmann has not fractured foot - Atletico
48,"Last Updated: Nov 14, 2016, 04:40 PM IST",These three signs will tell you whether stock market is headed for bear grip,ETMarkets.com,Stocks,There are fears that Trump’s policies would push US inflation higher and create ample room to the US Fed to embark on aggressive rate hikes.
49,"Last Updated: Nov 14, 2016, 04:44 PM IST",Memphis hoping Dutch goals lead to Old Trafford revival,,Sports,SOCCER-WORLDCUP-NLD-MEMPHIS:Memphis hoping Dutch goals lead to Old Trafford revival
50,"Last Updated: Nov 14, 2016, 04:54 PM IST",US 30-year yield hits 3% as Pimco says rates may be bottoming,Bloomberg,Stocks,"Thirty-year bond yields climbed six basis points, or 0.06 percentage point, to 3.00 percent as of 10:08 a.m. in London, and earlier touched 3.03 percent."
51,"Last Updated: Nov 14, 2016, 05:27 PM IST",Indo-Japan Nuclear-deal should safeguard non-proliferation regime: China,PTI,Politics,"All countries are entitled to the peaceful use of nuclear energy, Chinese Foreign Ministry said, adding the cooperation should be conducive to safeguard the effectiveness of the nuclear non-proliferation regime."
52,"Last Updated: Nov 14, 2016, 05:29 PM IST","Note ban has led to 'financial chaos', say bank unions",PTI,Economy,They also highlighted heavy work pressure on employees and officers at bank branches in the wake of demonetisation which has led to customers rushing to exchange the now defunct notes.
53,"Last Updated: Nov 14, 2016, 05:38 PM IST",IIM Calcutta has wraps summer placements with top stipend of Rs 4.5 lakh per month,ET Bureau,IIM Calcutta has wraps summer placements with top stipend of Rs 4.5 lakh per month,"14 per cent of the batch was hired for leadership roles in conglomerates such as Tata Administrative Services, Aditya Birla Group, Mahindra & Mahindra and others."
54,"Last Updated: Nov 14, 2016, 05:29 PM IST",Rugby-Successful Olympic Sevens delivers huge swathe of new fans,,Sports,RUGBY UNION-CONFEX/SEVENS:Rugby-Successful Olympic Sevens delivers huge swathe of new fans
55,"Last Updated: Nov 14, 2016, 05:29 PM IST",Rooney and Bertrand miss England training,,Sports,SOCCER-FRIENDLY-ENG-ESP-ROONEY:Rooney and Bertrand miss England training
56,"Last Updated: Nov 14, 2016, 05:39 PM IST",Demonetisation: Gulf NRIs worried about money exchange,PTI,NRIs in News,"Sudhesh Giriyan, Chief Operating Officer (COO) Xpress Money, called it a bold and commendable move which will regulate black money and undeclared liquid assets."
57,"Last Updated: Nov 14, 2016, 05:38 PM IST",Demonetisation has put a nail in coffin of militancy: BJP,PTI,Politics,"With the withdrawal of high denomination currency notes, money flow to Kashmir will be effectively stopped, which will ensure peace in the region, he said."
58,"Last Updated: Jul 13, 2018, 11:06 PM IST",1 militant killed as army foils infiltration bid along LoC,PTI,Defence,"""An infiltration bid was foiled along the LoC in Naugam sector,"" an army official said."
59,"Last Updated: Nov 14, 2016, 08:49 PM IST",Aon Hewitt acquires India's CoCubes,ET Bureau,Startups,"With this transaction, Aon Hewitt adds two million assessments to its existing global portfolio of 20 million assessments spread across 164 countries."
60,"Last Updated: Nov 14, 2016, 05:41 PM IST","COD business hit by demonetisation, says Snapdeal",PTI,Startups,"To convenience the customers who had ordered on the COD mode, Snapdeal had been insisting to make payments using Freecharge e-wallet."
61,"Last Updated: Nov 14, 2016, 05:42 PM IST",Railways allow using of Rs 1000 and Rs 500 notes till midnight of November 24,ET Bureau,Transportation,"Prime Minister Narendra Modi had last week announced that his government was scrapping use of Rs 500 and Rs 1,000 notes to fight the problem of black money"
62,"Last Updated: Nov 14, 2016, 05:48 PM IST",Jewellery sales under taxmen lens amid crackdown on blackmoney,PTI,Economy,"After the government banned old 500 and 1000 rupee notes, gold and bullion are said to be favoured route for laundering of ill-gotten wealth."
63,"Last Updated: Nov 14, 2016, 05:51 PM IST",Tea production in India increases by 18.74 per cent,ET Bureau,Economy,"Estate production in North India increased by 17.60% while in South India it increased by 10.77%. On All India, the estate production increased by 16.89%."
64,"Last Updated: Nov 14, 2016, 05:52 PM IST",Ujjivan gets final RBI nod for small finance bank,ET Bureau,Banking/Finance,Ujjivan belongs to the top three league of India's microfinance sector.
65,"Last Updated: Nov 14, 2016, 06:12 PM IST",Panama Papers: Imran Khan submits evidence against Nawaz Sharif's family,PTI,International,"The papers also contain excerpts from a book by journalist Asad Kharal, in which he made several revelations regarding Prime Minister Nawaz Sharif."
66,"Last Updated: Nov 14, 2016, 05:55 PM IST","With Public Accounts, Viber dials India",ET Bureau,Startups,"However, it is going to focus on India, as it considers the country very important for its new product growth."
67,"Last Updated: Nov 14, 2016, 05:55 PM IST",SH Kelkar Q2 consolidated net zooms 246.50% to Rs 24.29 cr,PTI,Stocks,"Total income from operations on a consolidated basis stood at Rs 263.62 crore during the quarter under review as against Rs 223.41 crore in the year-ago period, it said in a statement."
68,"Last Updated: Nov 14, 2016, 05:57 PM IST",Delhi Congress workers pay tribute to Jawaharlal Nehru on his 127 birth anniversary,PTI,Politics,Maken led the party leaders and workers in paying floral tributes at a portrait of Nehru during a function held at Delhi Pradesh Congress Committee (DPCC) office.
69,"Last Updated: Nov 14, 2016, 06:07 PM IST",Think beyond note ban: A roadmap to manage your personal finance,ET Bureau,Invest,ETIG provides a low-down on how retail investors can invest in different asset classes after the fall in benchmark interest rates.
70,"Last Updated: Nov 14, 2016, 05:59 PM IST","Retail, wholesale trade affected due to demonetisation: CAIT",PTI,Economy,Government demonetised Rs 1000/500 currency notes last week in a bid to crackdown on black money. People have till year end to exchange and/or deposit the junked notes.
71,"Last Updated: Nov 14, 2016, 06:17 PM IST",Global trade may pick up slightly from 4th qtr of 2016: WTO,PTI,International,"with a current reading of 100.9 for the month of August, the WTO's indicator has risen above trend, signalling accelerating trade growth in Nov-Dec."
72,"Last Updated: Nov 14, 2016, 06:29 PM IST",Demonetisation: Free car parking at airports,ET Bureau,Transportation,"""In order to facilitate the smooth movement of passengers, collection of parking charges at all airports is suspended till midnight of 21 November 2016,"" said official spokesperson of the aviation ministry."
73,"Last Updated: Nov 14, 2016, 06:26 PM IST",RIL's partner Niko puts KG-D6 stake for sale,PTI,Company,RIL says the government's claim was based on misreading and misinterpretation of key elements of the production sharing contract
74,"Last Updated: Nov 14, 2016, 06:26 PM IST",RIL's partner Niko puts KG-D6 stake for sale,PTI,Energy,RIL says the government's claim was based on misreading and misinterpretation of key elements of the production sharing contract
75,"Last Updated: Nov 14, 2016, 06:19 PM IST",Soccer-Video assistant referee will make sport more honest - Van Basten,,Sports,SOCCER-TECHNOLOGY/VANBASTEN:Soccer-Video assistant referee will make sport more honest - Van Basten
76,"Last Updated: Nov 14, 2016, 06:26 PM IST",Will Modi call BJP ally Shiv Sena corrupt: Sanjay Nirupam,PTI,Politics,"Yuva Sena chief Aaditya Thackeray also said while the government's intention behind demonetising the currency may be right, but it has hit the ""wrong target""."
77,"Last Updated: Nov 14, 2016, 06:53 PM IST",'World's saddest polar bear' gets new home,PTI,Environment,"A polar bear dubbed the ""world's saddest"" by animal rights activists has been removed from a Chinese shopping mall where it was suffering in unsuitable conditions. Chinese media reports said that 'Pizza' the polar bear is being returned to the facility where he was born in captivity in Tianjin."
78,"Last Updated: Nov 14, 2016, 06:41 PM IST","ET Defence Bulletin: Stories you should not miss (November 14, 2016)",ET Online,Defence,This is a bulletin of the important defence stories of today.
79,"Last Updated: Nov 14, 2016, 06:31 PM IST","Private dairies under margin pressure on increased investments, costs",ET Bureau,Stocks,Umang Dairies’ net profit slipped to Rs 2.84 lakh in the quarter ended September from Rs 11.72 lakh in the previous quarter.
80,"Last Updated: Nov 14, 2016, 06:39 PM IST",Soccer-Germany's Gnabry thought call-up was a hoax,,Sports,SOCCER-GERMANY/GNABRY:Soccer-Germany's Gnabry thought call-up was a hoax
81,"Last Updated: Nov 14, 2016, 06:40 PM IST",Opposition stands united against demonetisation; Congress calls it tax terrorism,ET Online,Politics,Kejriwal also informed that the Delhi government has called emergency session of Delhi assembly tomorrow to discuss the crisis arising out of demonetisation.
82,,,ET,Other Image,
83,"Last Updated: Nov 14, 2016, 06:47 PM IST",How Narendra Modi stole Manmohan Singh’s thunder,ET Bureau,Economy,This government has shown the courage to adopt the orphaned project like Aadhar of the previous government and made a success out of it.
84,"Last Updated: Nov 14, 2016, 06:51 PM IST",India may have 'electric highway' with Swedish help: Nitin Gadkari,PTI,Economy,The Minister also said that he has sought Sweden's cooperation in forming joint ventures for Indian companies for testing of vehicles which is being given high priority.
85,"Last Updated: Nov 14, 2016, 07:07 PM IST",Mamata Banerjee rattled by government's blow to black money: BJP,PTI,Politics,"""TMC has become a mirror image of the Left. The Left gave birth to chit fund companies and Banerjee has nursed. She is seeking its support to save their child,"" he told reporters."
86,"Last Updated: Jul 12, 2018, 09:06 PM IST",Pakistan army chief Raheel Sharif orders effective response to Indian firing,PTI,Defence,"General Raheel said on the occasion that army ""will continue to respond effectively"" and it ordered that it should ""leave no stone unturned to defend motherland""."
87,"Last Updated: Nov 14, 2016, 07:02 PM IST",Sebi steps up scrutiny as Tata-Mistry feud escalates,PTI,Company,"Seeking ouster of Cyrus Mistry as director of these firms, Tata Sons has sought extraordinary general meetings of shareholders."
88,"Last Updated: Nov 14, 2016, 06:59 PM IST",Germany's Gnabry thought call-up was a hoax,,Sports,SOCCER-GERMANY-GNABRY:Germany's Gnabry thought call-up was a hoax
89,"Last Updated: Nov 14, 2016, 07:08 PM IST",Corporation Bank signs MoU with Army for salary account,PTI,Politics,It will benefit a large number of Army personnel who are having their accounts with Corporation Bank and also provide them an opportunity to access modern banking facilities.
90,"Last Updated: Nov 14, 2016, 07:10 PM IST",Centre to share model GST law with states tomorrow,PTI,Economy,CBEC has taken up Goods and Services Tax as the theme for its IITF pavilion and it tries to educate people about the new taxation regime.
91,"Last Updated: Nov 14, 2016, 07:09 PM IST",Fiddling with your phone when walking may change your gait,PTI,Panache,A recent study found that a person’s manner of walking becomes far more exaggerated when using a cell phone.
92,"Last Updated: Nov 14, 2016, 07:21 PM IST",Dharmendra Pradhan visits AES affected Malkangiri,ET Bureau,Politics,"Palkonda is home to ten year old Umesh Madhi, a young student who had written to PM Narendra Modi for his intervention."
93,"Last Updated: Nov 14, 2016, 07:25 PM IST",Thank you bhaiyya: PM to journos' compliment on demonetisation,PTI,Politics,"Some reporters congratulated PM Modi for withdrawal of 500 and 1,000 rupee notes with the aim of tackling corruption, black money."
94,"Last Updated: Nov 14, 2016, 07:41 PM IST",Advisory firm InGovern writes to independent directors of Tata Motors,ET Bureau,Company,"Proxy advisory firm InGovern sent an email to Nusli Wadia, Naseer Munjee, Phalguni Nayar, Raghu Mashelkar, Sub Bhargava, Vinesh Jairath."
95,"Last Updated: Nov 14, 2016, 10:29 PM IST",Internet freedom on the decline in India: Report,ET Bureau,Internet,The Supreme Court also upheld laws criminalising defamation which apply to both online and offline speech.
96,"Last Updated: Nov 14, 2016, 07:29 PM IST","UPDATE 1-Soccer-Rooney won't start Spain game, Henderson to captain England",,Sports,"SOCCER-FRIENDLY-ENG-ESP/ROONEY (UPDATE 1):UPDATE 1-Soccer-Rooney won't start Spain game, Henderson to captain England"
97,"Last Updated: Nov 14, 2016, 07:35 PM IST",How demonetisation triggered rally in bonds,ET Bureau,Bonds,"With limited supply of sovereign papers, there is a fair chance for bond prices to gain as some of the bank deposits will definitely flow into debt, he added."
98,"Last Updated: Nov 14, 2016, 07:34 PM IST",Govt's 10 key decisions to help people after teary-eyed Modi made an emotional appeal,TNN,Politics,"From separate queues for senior citizens, to activating more post office branches, here are 10 important decisions taken by the government."
99,"Last Updated: Nov 14, 2016, 07:40 PM IST","Paytm records 5 million transactions post demonetisation; Delhi, Bengaluru top cities in its growth",ET Bureau,Startups,"The company has registered a 700% increase in overall traffic and 1000% growth in the amount of money added to the Paytm account over the last couple of days, a statement said."
100,"Last Updated: Jul 11, 2018, 02:59 PM IST",Indo-China joint military training exercise from tomorrow,PTI,Defence,"The exercise is in continuation of the series of joint exercises between India and China, a Defence release said."
101,"Last Updated: Nov 14, 2016, 07:45 PM IST",What does new currency series signify to you?,ET Bureau,Economy,The objective is to prevent fraudsters from printing fake currencies while reducing the government’s printing cost effectively.
102,"Last Updated: Nov 14, 2016, 07:54 PM IST",State tax officers demand fair share in GST,PTI,Economy,The All India Confederation of Commercial Taxes Association (AICCTA) said its members will also go on day-long pen down strike on November 23 if their demands are not accepted by the government.
103,"Last Updated: Nov 14, 2016, 07:51 PM IST","Climate, humans caused decline of once 2nd largest salt lake",PTI,Environment,
104,"Last Updated: Nov 14, 2016, 08:00 PM IST",Reliance Communication posts net profit of Rs 39 crore,ET Bureau,Stocks,"Total data traffic stood at 104.8 billion MB , up by 2 per cent quarter on quarter and 8 per cent on a yearly basis."
105,"Last Updated: Nov 14, 2016, 08:02 PM IST",Tarun Gogoi asks BJP to make public expenditure incurred by it in recent assembly polls in Assam,ET Bureau,Politics,"""Let BJP do first. I support the eradication of black money once and for all. Presently common people are bearing the brunt of demonetisation."""
106,"Last Updated: Nov 14, 2016, 08:03 PM IST",IndiGo announces direct Chennai-Muscat flight,PTI,Transportation,"The introduction of the new daily service will further strengthen IndiGo's presence in the Gulf with 16 daily flights, where it has emerged as one of the leading carriers on this sector."
107,"Last Updated: Nov 14, 2016, 08:04 PM IST",Soccer-Atletico bid to rediscover defensive solidity,,Sports,SOCCER-SPAIN-ATM/:Soccer-Atletico bid to rediscover defensive solidity
108,"Last Updated: Nov 14, 2016, 08:04 PM IST",Motor racing-Brazil win leaves Hamilton in 'awkward' position,,Sports,MOTOR-F1-BRAZIL/HAMILTON:Motor racing-Brazil win leaves Hamilton in 'awkward' position
109,"Last Updated: Nov 14, 2016, 08:09 PM IST",Parliament House ATMs too run dry,PTI,Politics,Average waiting period in queue in the Southern and Eastern part of India was not less than 4 hours and people were seen queueing up with the day break at branches.
110,"Last Updated: Nov 14, 2016, 08:13 PM IST",Demonetisation would lead to long term gain: Venkaiah Naidu,PTI,Politics,"Underlining that difficulties being faced now would lead to ""long term gain"", Venkaiah Naidu said only those who have ""invalid money"" need to worry."
111,"Last Updated: Nov 14, 2016, 08:19 PM IST",Future Consumer to enter JV with UK wholesaler Booker Group,ET Bureau,Services,"The equal joint venture between Future Consumer Ltd (FCL) and UK's largest wholesaler, plans to open about 60-70 stores in the next three years."
112,"Last Updated: Nov 14, 2016, 08:19 PM IST",Future Consumer to enter JV with UK wholesaler Booker Group,ET Bureau,Company,"The equal joint venture between Future Consumer Ltd (FCL) and UK's largest wholesaler, plans to open about 60-70 stores in the next three years."
113,"Last Updated: Nov 14, 2016, 08:31 PM IST",CashNoCash.com launched to help citizens,ET Bureau,Startups,"""The scale of problem is humongous. The government and financial institutions are doing everything they can. This is our team's effort to help the cause by using technology and knowledge of the crowd,""said Manjunath Talwar and Abhijit Khasnis, co-founders of Hiree"
114,"Last Updated: Nov 14, 2016, 08:31 PM IST","Scrapped Rs 500, Rs 1,000 notes should be accepted universally: Swaraj India",PTI,Politics,It said banks and ATMs were wilting under pressure as the government had not printed and transported enough bank notes of the new series and had not planned for non-calibration of ATM machines.
115,"Last Updated: Nov 14, 2016, 09:22 PM IST",Tata Motors Q2 net profit stands at Rs 848 crore,PTI,Stocks,"It had posted a consolidated loss after tax of Rs 1,740 crore in the July-September period of last fiscal, Tata Motors said in a statement."
116,"Last Updated: Nov 14, 2016, 08:29 PM IST",Atletico bid to rediscover defensive solidity,,Sports,SOCCER-SPAIN-ATM:Atletico bid to rediscover defensive solidity
117,"Last Updated: Nov 14, 2016, 08:34 PM IST",American Reed retains European Tour card despite Turkey no-show,,Sports,GOLF-EUROPEAN-REED:American Reed retains European Tour card despite Turkey no-show
118,"Last Updated: Nov 14, 2016, 08:34 PM IST",Soccer-Ligue 1 fixtures,,Sports,SOCCER-FRANCE/FIXTURES:Soccer-Ligue 1 fixtures
119,"Last Updated: Nov 14, 2016, 08:34 PM IST",Soccer-Bundesliga fixtures,,Sports,SOCCER-GERMANY/FIXTURES:Soccer-Bundesliga fixtures
120,"Last Updated: Nov 14, 2016, 08:34 PM IST","Rooney won't start Spain game, Henderson to captain England",,Sports,"SOCCER-FRIENDLY-ENG-ESP-ROONEY:Rooney won't start Spain game, Henderson to captain England"
121,"Last Updated: Nov 14, 2016, 08:39 PM IST",Soccer-Germany's Loew will not exhaust players against Italy,,Sports,SOCCER-GERMANY/LOEW:Soccer-Germany's Loew will not exhaust players against Italy
122,"Last Updated: Nov 14, 2016, 08:49 PM IST",Vieira tribute as Lampard ends New York stay,,Sports,SOCCER-USA-LAMPARD:Vieira tribute as Lampard ends New York stay
123,"Last Updated: Nov 14, 2016, 08:53 PM IST",NPCI waives switching fee for RuPay PoS transactions,PTI,Spend,"The objective is to support banks in activation of existing RuPay cards, issuance of new cards to un-carded customers and get more merchants."
124,"Last Updated: Nov 14, 2016, 09:12 PM IST",Rising coal production in India may push up atmospheric CO2 levels,ET Bureau,Ind'l Goods/Svs,The study attributes the drop and leveling off in the amount of carbon dioxide to a sharp slowdown in Chinese coal consumption since 2012.
125,"Last Updated: Nov 14, 2016, 09:05 PM IST",Impact of 'Make in India' & 'Digital India' in the tech world will be felt in 2017-18: Rajiv Sundar,ET Online,India Unlimited,"The biggest trend has been the emergence of new businesses. For instance, this year 12 of our winners is from the field of software intelligence and cyber security, 7-8 are in the business of product providers."
126,"Last Updated: Nov 14, 2016, 09:10 PM IST","SBI gets deposits of Rs 83,702 crore in five days",PTI,Banking/Finance,"Though several branches were closed in many parts the country on account of Gurunanak Jayanti today, a number of branches, especially in southern states, were open."
127,"Last Updated: Nov 14, 2016, 09:09 PM IST",Tennis-Nishikori thrashes wayward Wawrinka at Tour Finals,,Sports,TENNIS-ATP/ (PIX):Tennis-Nishikori thrashes wayward Wawrinka at Tour Finals
128,"Last Updated: Nov 14, 2016, 09:13 PM IST",Nitin Gadkari says it's tough to restructure the loans of the sugar industry,ET Bureau,Economy,"The sugar industry is upset with the various regulations like indirect cap on retail price of sugar, sugarcane price fixation, removal of tax exemptions on ethanol etc."
129,"Last Updated: Nov 14, 2016, 09:19 PM IST",Ujjivan Small Finance Bank gets RBI final nod for small finance bank,PTI,Banking/Finance,"For the quarter ended September, Ujjivan reported 89.69 per cent increase in net profit to Rs 73.01 crore. Its gross loan book grew 58.65 per cent to Rs 6,485.93 crore."
